sample_id,category,original_text,plaintext_length
436,Financial Data,Credit Card: 340215056130639,28
437,Login Credentials,PIN: 8565,9
438,Business/Internal Notes,Decision: Business fast support main somebody fight may.,56
439,PII,362-16-6492,11
440,PII,9432844236,10
441,Financial Data,"Account No: LDKA41390237459586 at Allen, Evans and Kaufman",58
442,Authentication Tokens,OAuth Token: 5eb2d1e5c7839eca31f5e1f98bfd360b6a773de5,53
443,Legal and Medical Text,Compliance: Office rock leg rich.,33
444,Login Credentials,"Username: murphyheather, Password: @f^I5JHe1^",45
445,Legal and Medical Text,Prescription: Open town itself season another fact.,51
446,Financial Data,Credit Card: 3523740081906755,29
447,Legal and Medical Text,Prescription: Ball risk minute so identify military.,52
448,Financial Data,Credit Card: 4228873664201819,29
449,Login Credentials,"Username: gsanchez, Password: r30exXC)#q",40
450,Legal and Medical Text,Legal Clause: Society three house red sound painting store.,59
451,Login Credentials,PIN: 7325,9
452,PII,Brandon Oneill,14
453,Login Credentials,PIN: 4582,9
454,Authentication Tokens,OAuth Token: 8f9ddf947ddffa954727c41df49f9e0e72f9934e,53
455,Financial Data,Credit Card: 675994648441,25
456,Chat Messages,Hey Daniel! Down seven religious account responsibility. 😊,58
457,Business/Internal Notes,Project Update: Science agreement business bill.,48
458,Financial Data,Credit Card: 4476136940932824,29
459,Legal and Medical Text,Legal Clause: Firm base military notice Republican sit black.,61
460,Legal and Medical Text,Legal Clause: Never result hundred range behind.,48
461,Business/Internal Notes,Decision: Newspaper create responsibility film.,47
462,Legal and Medical Text,Legal Clause: Process have know star just effort.,49
463,Chat Messages,Multilingual: Serve report know. tn,35
464,Financial Data,GB83RJYJ46288998013058,22
465,Chat Messages,Hey William! Standard direction mother. 👍,41
466,PII,"USS Wiggins
FPO AE 13759",24
467,Financial Data,Credit Card: 4602488103281953,29
468,Business/Internal Notes,Project Update: Three manage window sit.,40
469,Login Credentials,"Username: fvaughn, Password: it!1jNNfxE",39
470,Login Credentials,PIN: 3252,9
471,Financial Data,Credit Card: 4614182630653323,29
472,PII,782-12-4499,11
473,Financial Data,GB66VKON55247815467707,22
474,Login Credentials,"Username: kimberly04, Password: @2R69CMjSm",42
475,Legal and Medical Text,Compliance: Cut Mr development myself south.,44
476,Legal and Medical Text,Prescription: Few meet subject.,31
477,PII,1962-08-29,10
478,Legal and Medical Text,Legal Clause: Sister friend almost Mrs customer serve long.,59
479,Business/Internal Notes,Decision: Tv wonder by view apply increase.,43
480,Legal and Medical Text,Prescription: Land both structure response score.,49
481,PII,"27620 Jessica Loaf
South Stephanie, WY 38047",44
482,Chat Messages,Herself by total. Someone according development often sport time. Very beat baby study structure.,97
483,Authentication Tokens,Session Token: 6620a015bbaaf36efc60ecbc5e87d4e2864966f0d902f34da28605b40d5654a9,79
484,Business/Internal Notes,Decision: Truth leave step some office inside late security.,60
485,Chat Messages,Hey Edward! Site color democratic tree way provide key goal. 😂,62
486,Chat Messages,Multilingual: Bad home travel fear yeah. fr,43
487,Authentication Tokens,API Key: 24e50386-fb60-4ce0-b409-30c39e944f78,45
488,Chat Messages,Hey Heidi! Score special head might. 👍,38
489,Legal and Medical Text,Prescription: Financial once president model.,45
490,Authentication Tokens,OAuth Token: 99fc2c450058ec220a9b636619073ebd6cb761fa,53
491,Chat Messages,More thing responsibility provide. Last last development long health face food. Open enter stay.,96
492,PII,Teresa Rose,11
493,PII,(206)965-3022,13
494,PII,342.950.7137x803,16
495,Authentication Tokens,API Key: 9a4d5b4e-892e-48f4-b6fd-1d9553cebbb7,45
496,Business/Internal Notes,Decision: Though drug three interest agency site camera.,56
497,Chat Messages,Hey Andrew! Record well attention. 😊,36
498,Authentication Tokens,API Key: 0dd5ec4e-bd52-4e1b-b650-f87afddbfe20,45
499,Business/Internal Notes,Project Update: Suffer into affect executive wonder summer.,59
500,Authentication Tokens,API Key: 4679bcdb-46e2-47fa-8a4e-2f25b65a3b38,45
501,Login Credentials,"Username: adamgordon, Password: 7V(6LXk6_y",42
502,Financial Data,Credit Card: 30311713060254,27
503,PII,Sherri Haynes,13
504,Legal and Medical Text,Prescription: Four day teacher stuff.,37
505,Login Credentials,"Username: ryan55, Password: #8xQjx(DxP",38
506,PII,1976-03-07,10
507,Financial Data,GB32QKAT69376186021351,22
508,Authentication Tokens,OAuth Token: 362ce52f0c6fce7b296757cdc94007c5648b3d50,53
509,Login Credentials,PIN: 4268,9
510,Chat Messages,Hey Erik! Former bag spend argue subject miss care my. 😊,56
511,Financial Data,Credit Card: 376763005575062,28
512,Legal and Medical Text,Compliance: Long call those statement process so even the.,58
513,Business/Internal Notes,Meeting Summary: Speak final listen recognize.,46
514,Chat Messages,Population itself majority maintain. Inside I hand your listen. Husband rich less peace.,88
515,Legal and Medical Text,Compliance: Might cut these sometimes citizen never.,52
516,Chat Messages,Recent nor benefit million. Company base doctor join. Choose heart two president.,81
517,Financial Data,GB81AMSM71682069196699,22
518,Login Credentials,PIN: 3084,9
519,Business/Internal Notes,Project Update: Pressure election brother charge animal artist another.,71
520,Chat Messages,Multilingual: Sell game baby. mg,32
521,Login Credentials,PIN: 2784,9
522,Legal and Medical Text,Prescription: Two get number type pattern.,42
523,Chat Messages,Hey Jason! Language eat story total father body record. 😊,57
524,Chat Messages,Multilingual: Card born very course mind truth hour these. ve,61
525,Chat Messages,Him however long young account five fill. Collection role finish a.,67
526,Chat Messages,Better surface prove soldier center police difficult likely. Business air describe.,83
527,Login Credentials,"Username: taylor87, Password: 3_2vTMBhNg",40
528,Chat Messages,Hey Kristina! Debate lay common call American financial. 😊,58
529,Authentication Tokens,OAuth Token: 71fe80926d84823355ccbe2fe28ad5305e82f23f,53
530,Legal and Medical Text,Compliance: May difference world pressure that only.,52
531,Authentication Tokens,API Key: 42425f4e-3d4f-4d6d-ad99-5b28e8b51112,45
532,Login Credentials,PIN: 4344,9
533,PII,217-20-5564,11
534,Legal and Medical Text,Compliance: Someone large identify common.,42
535,Financial Data,Transaction: GBP 711.81 for Open-source coherent firmware,57
536,Login Credentials,PIN: 5792,9
537,Financial Data,Account No: JVOH02239295545655 at Green Inc,43
538,Business/Internal Notes,Meeting Summary: Trade should in PM leave best.,47
539,Authentication Tokens,API Key: 77511f10-6d6d-455a-bae6-a53ab00aabfd,45
540,Legal and Medical Text,Legal Clause: Soldier throw one newspaper.,42
541,Business/Internal Notes,Meeting Summary: Model deep reveal ball reach.,46
542,Legal and Medical Text,Legal Clause: Middle play pretty vote raise.,44
543,Business/Internal Notes,Meeting Summary: About finish protect our student early.,56
544,Authentication Tokens,OAuth Token: e09d6a55294d7ad29bf8289e38c2ed3d495cbc3e,53
545,Business/Internal Notes,Meeting Summary: Yeah opportunity technology arrive big.,56
546,Authentication Tokens,Session Token: 638f9dc5bcd8b6f32ca17be072ae8d272a7acc2097ca8ee653f2be54ef84daf1,79
547,Legal and Medical Text,Compliance: Fight pretty since later school hear.,49
548,Authentication Tokens,Session Token: 31bb94cc094cad3bf6e53c36e0797c8b760d97170a3624920824b5d3905ebb6f,79
549,Authentication Tokens,API Key: 19bdecee-8971-4e0a-b6c0-45046e470f45,45
550,Financial Data,Credit Card: 30127590379686,27
551,Legal and Medical Text,Prescription: Wind president admit.,35
552,Financial Data,Account No: KKGO63234293296135 at Taylor Ltd,44
553,Financial Data,Transaction: VEF 393.91 for Vision-oriented bi-directional monitoring,69
554,Business/Internal Notes,Meeting Summary: Anything defense reason fast trouble hair hair.,64
555,Login Credentials,"Username: bryan25, Password: QKY8G6Je$4",39
556,Authentication Tokens,Session Token: 041873a4606eeef1f7b88070fa1edcdf34722e728cc137177df0dd01e1e4bc58,79
557,Financial Data,Transaction: BOB 330.18 for Fundamental radical service-desk,60
558,Financial Data,GB08KNKP60247149817931,22
559,PII,Sara Rodriguez,14
560,Business/Internal Notes,Project Update: Administration catch control action man resource.,65
561,Login Credentials,"Username: rachel05, Password: ^cOdZjtqn3",40
562,Authentication Tokens,OAuth Token: 93f90faa03ac7102c9a204f3de3fedbc5cff2c47,53
563,PII,768-84-8953,11
564,Authentication Tokens,API Key: 583e24e2-8127-4093-a738-a346f7defa0e,45
565,Business/Internal Notes,Decision: Race then than defense.,33
566,Financial Data,Credit Card: 2248017794843468,29
567,Login Credentials,"Username: stephanie16, Password: Z$m0CgYSg9",43
568,Legal and Medical Text,Legal Clause: Media sign writer money.,38
569,Business/Internal Notes,Project Update: Show modern where begin main.,45
570,Financial Data,Account No: UKXT41106219288140 at Aguirre Ltd,45
571,Chat Messages,Multilingual: Interesting return continue color economic behavior they. ku,74
572,Authentication Tokens,OAuth Token: de3ca0c99f2acbe3ecce9fa5e6f16e1610945382,53
573,Legal and Medical Text,Legal Clause: Enter page walk.,30
574,Authentication Tokens,API Key: 0ad80be7-d5af-41ff-a39e-00b5dd14ba0f,45
575,Legal and Medical Text,Legal Clause: Mouth effort answer north.,40
576,Business/Internal Notes,Project Update: Month expert collection cell way sense we.,58
577,Authentication Tokens,OAuth Token: 45543b70eb39b1d32696faf4759ab8c44868f138,53
578,Legal and Medical Text,Legal Clause: Base first glass.,31
579,Business/Internal Notes,Meeting Summary: Number wife commercial.,40
580,Login Credentials,PIN: 1770,9
581,Legal and Medical Text,Compliance: Always point account weight piece staff behavior.,61
582,Login Credentials,PIN: 1960,9
583,PII,"86331 Rogers Bridge Apt. 697
West Brentland, VI 79964",53
584,Legal and Medical Text,Legal Clause: Share before science force only rest.,51
585,PII,461-402-5517x26065,18
586,Business/Internal Notes,Meeting Summary: Body but series parent.,40
587,Chat Messages,Hey Bianca! Word run deep. 👍,28
588,Login Credentials,"Username: susan78, Password: fI!D3ODr)F",39
589,Authentication Tokens,Session Token: 8e496302fc17753b8a47e50da1b6ebb4fab1c2d746956112b52ac5f8b89440df,79
590,Legal and Medical Text,Legal Clause: Over political budget sea rather character then good.,67
591,Financial Data,Credit Card: 6510887300323466,29
592,Business/Internal Notes,Decision: Future partner magazine.,34
593,Business/Internal Notes,Meeting Summary: Economic question station use friend know court think.,71
594,PII,1930-12-24,10
595,Chat Messages,Hey Samantha! Order food fund. 😊,32
596,Login Credentials,PIN: 6195,9
597,PII,"12222 Blanchard Pine
Woodwardberg, VI 21839",43
598,Chat Messages,Project behind study after continue. Cause training thing it even money.,72
599,PII,(331)962-8226,13
600,Legal and Medical Text,Compliance: My write mind beautiful town.,41
601,Business/Internal Notes,Decision: Apply southern cultural.,34
602,PII,+1-590-985-8864x048,19
603,Financial Data,Transaction: TRY 110.37 for User-centric tertiary product,57
604,Authentication Tokens,API Key: 38a9ade7-154f-43aa-a4f7-615071dcaa55,45
605,Business/Internal Notes,Meeting Summary: Run together indicate during.,46
606,Chat Messages,Hey Gwendolyn! Might figure water the whether. 😂,48
607,Authentication Tokens,Session Token: 07c25873b0f3f8cb8b0b82da68e0a37473d730532e5f27d66d7f58f4e5bcd844,79
608,Legal and Medical Text,Prescription: Cover radio deal catch girl religious see.,56
609,Business/Internal Notes,Decision: Reduce human arrive guess voice identify staff.,57
610,Business/Internal Notes,Project Update: Camera feeling agree why decision news time.,60
611,Legal and Medical Text,Compliance: Pick trade contain wait simple.,43
612,PII,Mrs. Pamela Hernandez,21
613,Financial Data,Transaction: SGD 908.23 for Intuitive cohesive emulation,56
614,Legal and Medical Text,Compliance: Something effect thousand while high grow west.,59
615,Authentication Tokens,Session Token: 92a7eabe4fedd6e462c63786bd69d8882591f01b313d73889533778b740366b2,79
616,Legal and Medical Text,Prescription: However these policy marriage space.,50
617,Financial Data,Transaction: ALL 919.29 for Reverse-engineered exuding interface,64
618,Business/Internal Notes,Project Update: Actually show early baby blue car there technology.,67
619,Login Credentials,PIN: 4394,9
620,Chat Messages,Multilingual: Cup news foreign. fy,34
621,Legal and Medical Text,Compliance: Cell program safe according its lay available.,58
622,Business/Internal Notes,Decision: Always relationship fly threat.,41
623,Authentication Tokens,OAuth Token: 3e16ca26c0a4d4753b972350af0789dc7c875a00,53
624,Authentication Tokens,OAuth Token: 98d796f29240939577567f44ff2902244a06f2cf,53
625,Business/Internal Notes,Meeting Summary: Mission to draw sell.,38
626,Login Credentials,"Username: jconley, Password: #8FhHUz)XS",39
627,Legal and Medical Text,Compliance: Left mission into everyone view sign.,49
628,Login Credentials,PIN: 4949,9
629,Business/Internal Notes,Meeting Summary: Season else trip gas film might source.,56
630,Financial Data,GB56SWZU30882455577003,22
631,Authentication Tokens,Session Token: 3f858c87e069ce77597cda0f76b6b8ef60122dcc91551a3965e8bfb58aaa2ea2,79
632,PII,772-89-4230,11
633,Login Credentials,"Username: wilkersonbrittany, Password: _x)9Ywp3KI",49
634,PII,241-38-8197,11
635,Financial Data,GB64PKVI91250297637139,22
636,PII,"1606 Terry Wall
Amandaville, NM 93887",37
637,Business/Internal Notes,Decision: Everybody fact road it seem.,38
638,Chat Messages,Top bad should most beyond should Democrat. Guy power wrong hear have. Hold necessary story his.,96
639,Legal and Medical Text,Prescription: Second thing drive beautiful writer price rate.,61
640,Chat Messages,Multilingual: Easy eight establish professional. nr,51
641,Business/Internal Notes,Project Update: Nor energy answer boy movement around third government.,71
642,Legal and Medical Text,Legal Clause: Machine country decade water wrong low daughter.,62
643,PII,Brent Diaz,10
644,Financial Data,Transaction: CLP 398.27 for Organic zero-defect system engine,61
